mid_x,mid_y
2.862726778122672,-0.28709592670327444
0.9833677501496798,-0.4149879791783154
-0.6915418351912517,-0.7302812888677722
-2.311356786286545,-1.4725814161398003
-3.5286622510115526,-2.5235614072427124
-4.8823215979718615,-3.876057631354687
-6.470572140437737,-4.899169818417544
-8.386011457914517,-5.420371069231013
-10.14736162724342,-5.395708791556941
-11.983358088323374,-4.29110158531991
-13.135627092521446,-3.026223752725102
-14.133531694139101,-1.449475139901503
-14.842139548785337,0.1044082190071206
-15.349777085410715,1.8367896202492269
-15.60798256691687,4.822618958140681
-15.291093820965898,6.681089545155606
-14.501559048378095,9.1559959837069
-13.585474686071976,10.759258070731509
-12.536680028958205,12.062173598378594
-9.203170444428194,13.967779055333121
-7.404199618079905,14.065957810844091
-5.338139607870773,13.719571417618754
-3.680287778448322,12.979338009852645
-2.2139687388897453,12.047331705398621
-0.8793192352788559,11.020387413940625
0.828525946572177,9.429038886698224
2.0709208939413664,8.173303425970921
3.136550699623172,7.047020324391008
4.536072944715026,6.55568689131027
5.756289677864718,6.473592182335074
5.028738957741634,0.7396736109700879
7.327829307079361,7.034018360643525
8.515344754061971,7.846290487835764
9.749813829953291,8.72784008000498
11.112436991355649,10.039217778081262
12.605152946401287,11.327418291109264
14.222736011663002,12.325964409387458
15.88671503033761,12.583699196145343
17.716657583646334,12.061480914403415
19.373442785378593,10.808348708761173
21.058576886476136,8.433353515232021
21.509774845071625,6.800944918912192
21.626921630579652,5.003571934586682
21.29193673397323,2.0978201101912455
20.043309221396683,-0.1849849414774979
19.017566006869135,-1.464094734388016
16.32450034855865,-2.682257307283328
14.743399638016374,-3.0552372932873837
12.47836752862873,-2.7281198473917816
11.146361914050633,-1.9128477085395006
9.944787807267904,-1.129372066487583
8.510154453357387,-0.5062060186352558
10.475889781512546,-1.6115899416653512
