x,y
0.0,0.0
1.0003053422921804,0.0
2.002752891940586,0.0
3.005811301035531,0.0
4.008065561322194,0.0
5.008626649175979,0.0
6.012045070238555,-0.035487322460898044
7.006312852888641,-0.14307141764998285
7.9899639414093695,-0.3298538460153282
8.955682304395314,-0.6068619518289856
9.881727878780474,-0.9945300813996737
10.796963152059401,-1.4051585283744616
11.739674579929178,-1.750398141899359
12.65396261901291,-2.1698102201046945
13.62429459325772,-2.43109825023271
14.624571497521751,-2.486518024580915
15.61927523456222,-2.340360968661354
16.56561702735375,-2.0014920250449695
17.436855839543888,-1.5060787635450343
18.240141240257735,-0.9069829397140186
18.953769013778487,-0.20270376349817518
19.57420798158226,0.5826744559685723
20.173366299832956,1.3858642320270702
20.648737043255828,2.274678245650142
20.9822097559652,3.222412953345704
21.17292910417779,4.212935966514496
21.215622717199597,5.214688410446145
21.110612206609318,6.213785620422596
20.87000721351577,7.189798883967959
20.584272102550706,8.155394002738667
20.136910306988142,9.05698440639401
19.511554740543065,9.847996930449094
18.753283975514485,10.500069878410013
17.884764352709908,10.996895184278447
16.95637407325585,11.387521784095286
16.01398844143168,11.723093401926894
15.024480711483326,11.892833959297318
14.020046907614573,11.869233216643506
13.036651341230964,11.66446961153352
12.108185862478798,11.286412099559085
11.255327035003006,10.741501141455938
10.519262360940521,10.055072024971164
9.915686722913291,9.241945682596452
9.418179584033991,8.364097263710697
8.807620163713931,7.567595562876658
7.99812929623558,6.973577291321096
7.06903629401224,6.581769424127478
6.078830822292824,6.412336731004179
5.071837933152709,6.470110795571502
4.105628245220859,6.750186507291027
3.22556546079115,7.232379029285009
2.4190749618572602,7.8260487769796265
1.6884901846111102,8.513004961671264
0.9696150561026391,9.209514972458331
0.2522169186590861,9.911349818854722
-0.48124384890970845,10.600789526050946
-1.2318058860783545,11.264964128855455
-2.0305347639057754,11.876314865757612
-2.8834122498935124,12.402878340686504
-3.7884327204703396,12.841295667037395
-4.727818326778075,13.187451671520568
-5.686827383425592,13.48083713815713
-6.671765112407218,13.686891379914304
-7.669824123634542,13.781782769649215
-8.675405577215848,13.738207584621351
-9.649860636270043,13.490232351594988
-10.506869460571634,12.970590184479484
-11.2803573114197,12.330667067935876
-12.00206813474466,11.635796373592015
-12.625541166241334,10.84657653833293
-13.139860910075235,9.987393263732981
-13.569451472174752,9.08113255598004
-13.966062181487533,8.159252257679663
-14.313043972528433,7.214938857256979
-14.60254519260356,6.256062211037014
-14.805130107318915,5.271953529271329
-14.888181026019717,4.273873635515337
-14.859828899590093,3.2703597814634366
-14.718765696522606,2.274026941093149
-14.463341907028024,1.3051272911702205
-14.137054230631524,0.35657944585532814
-13.81325413073002,-0.5935489826912245
-13.421952922380058,-1.5138148112415901
-12.951040170984419,-2.3991724368109435
-12.409404477908822,-3.2456762703108377
-11.803683513749151,-4.0419941673504916
-11.079882229257782,-4.739511876089854
-10.229335765559709,-5.273704279674618
-9.290594186484293,-5.621354091238419
-8.299027593982661,-5.773428851681688
-7.301245942975086,-5.695707743790583
-6.344125573481743,-5.396029513453293
-5.428150977166817,-4.981552092263975
-4.544427404766647,-4.505071985090322
-3.7514566372819025,-3.891663602722175
-3.0063131345847096,-3.222182318957741
-2.2463962402554354,-2.5695654230863854
-1.4453061817866701,-1.9645558217117625
-0.5970504394803793,-1.434535281110582
0.30878910154738065,-1.0035748265907565
