mid_x,mid_y
32.359085,-40.09591
30.66053,-40.025940000000006
28.96285,-39.939785
27.26305,-39.92221
25.56319,-39.942475
23.863500000000002,-39.975004999999996
22.16369,-39.99947
20.46369,-39.999584999999996
18.763695,-39.99971
17.063695000000003,-39.999825
15.363695,-39.999955
13.66371,-40.000065
11.963715,-40.000195000000005
10.26377,-40.00694
8.564226000000001,-40.04684
6.864418499999999,-40.060815000000005
5.167624,-39.963719999999995
3.4725885,-39.83522
1.8067585000000002,-39.512045
0.36352125,-38.64214
-0.6909261,-37.318535
-0.8880214500000001,-35.687780000000004
0.11009409999999992,-34.329565
1.5547119999999999,-33.458929999999995
3.2196540000000002,-33.134445
4.9172025,-33.0517
6.6161604999999994,-32.99741
8.314762,-32.932685
10.014695,-32.92908
11.71452,-32.95206
13.414259999999999,-32.981525
15.11413,-33.0
16.81413,-33.000055
18.514125,-33.000105000000005
20.21411,-33.00016
21.91411,-33.000215
23.614105000000002,-33.000260000000004
25.314115,-33.000315
27.01349,-33.03724
28.71197,-33.10926499999999
30.41124,-33.154915
32.109835000000004,-33.100175
33.790279999999996,-32.85055
35.41976,-32.374695
36.827435,-31.440335
37.857365,-30.10235
37.64584000000001,-28.50056
36.450755,-27.301835
34.95614499999999,-26.512895
33.298500000000004,-26.143455
31.61184,-25.93393
29.913235,-25.87659
28.213675000000002,-25.910510000000002
26.51466,-25.96763
24.81507,-25.999935
23.115074999999997,-25.999955
21.415075,-25.999975
19.715075,-26.0
18.015079999999998,-26.00002
16.315075,-26.00004
14.61508,-26.000065
12.91508,-26.000085
11.21508,-26.000105000000005
9.5150835,-26.000124999999997
7.815085,-26.000149999999998
6.1162030000000005,-26.054879999999997
4.417002500000001,-26.090155000000003
2.7326390000000003,-25.879845
1.10440045,-25.403115
-0.19048949999999998,-24.33826
-0.92047725,-22.813895000000002
-0.7650996500000001,-21.1525
0.09370299999999998,-19.69226
1.38790615,-18.60747
2.957112,-17.96876
4.644454,-17.79027
6.343079,-17.846595
8.0390475,-17.96366
9.738265,-17.999875
11.43826,-17.99995
13.13829,-18.00002
14.838314999999998,-18.00009
16.538315,-18.00016
18.238335,-18.000235
19.93833,-18.000304999999997
21.63836,-18.000375
23.33836,-18.00045
25.038379999999997,-18.00052
26.73801,-18.03503
28.437595,-18.07277
30.13733,-18.061335
31.83308,-17.943800000000003
33.525639999999996,-17.788800000000002
35.171229999999994,-17.38178
36.56293,-16.42042
37.63591,-15.109960000000001
37.93753,-13.484365
37.057815000000005,-12.04843
35.75962,-10.9571925
34.189144999999996,-10.335238499999999
32.504865,-10.113747
30.809145,-9.9940105
29.111305,-9.91436
27.411365,-9.914627
25.71174,-9.949119
24.01218,-9.9888955
22.312255,-9.998364500000001
20.61223,-9.998968000000001
18.91223,-9.9995715
17.21221,-10.0001745
15.512215000000001,-10.0007775
13.81225,-10.011091
12.11235,-10.032941000000001
10.412425,-10.047227
8.7127855,-10.015727
7.0143505,-9.9430395
5.3162015,-9.8646615
3.6246405,-9.699807
1.9649335,-9.340807
0.4235403,-8.6344025
-0.6718909999999999,-7.37904
-0.9889655,-5.715569
-0.8207178999999999,-4.032087499999999
0.08516225000000005,-2.620946
1.4684300000000001,-1.6443054
3.099613,-1.1887215
4.793348999999999,-1.0535368
6.493082,-1.02348445
8.1922955,-0.9739717
9.892253,-0.9811701000000002
11.592130000000001,-0.9989766000000001
13.29215,-0.9989866
14.992169999999998,-0.9989966499999999
16.69216,-0.9990067499999999
18.392165,-0.9953330499999999
20.092100000000002,-0.980728
21.792080000000002,-0.9806608000000001
23.490119999999997,-1.05432865
25.182969999999997,-1.2100185
26.87608,-1.3627208499999999
28.574469999999998,-1.4262062899999999
30.272965,-1.4962792649999999
31.972450000000002,-1.5047736565
33.651615,-1.2637553
35.17624000000001,-0.5276739999999998
36.514495,0.5169623
37.59145,1.824941
37.97712,3.446342
37.2515,4.963197
36.050555,6.1614225
34.64804,7.118701
33.06756,7.7251650000000005
31.383650000000003,7.9455245
29.68438,7.9835815000000006
27.98438,7.9793245
26.28522,8.029978
24.58529,8.033639
22.88539,8.0151235
21.185445,8.001066000000002
19.48544,8.000905
17.785420000000002,8.000743
16.085395,8.000581500000001
14.38537,8.0004205
12.6854,8.0002595
10.985375,8.0000975
9.2853535,7.999936
7.5853600000000005,7.998452500000001
5.887707499999999,7.911602
4.1904235,7.947406000000001
2.5439945,8.364062
0.98624045,9.037298999999999
-0.2444964999999999,10.1811455
-0.8463880999999999,11.76352
-0.9836342,13.451329999999999
-0.616681,15.105889999999999
0.3182908,16.502755
1.7409700000000001,17.424170000000004
3.330683,18.018520000000002
5.0138359999999995,18.233939999999997
6.713026,18.20665
8.409055,18.091255
10.10644,18.00158
11.806470000000001,18.00047
13.50649,18.000385
15.206515,18.00029
16.906489999999998,18.000194999999998
18.60651,18.00011
20.30654,18.000015
22.00656,17.99992
23.706535000000002,17.999835
25.40656,17.999740000000003
27.10642,17.981074999999997
28.80614,17.952365
30.504285000000003,18.01867
32.201895,18.10749
33.8848,18.3337
35.41533,19.04011
36.64966,20.20424
37.599525,21.60887
37.99529,23.242425
37.472435000000004,24.845385
36.469809999999995,26.213575
35.198055,27.336660000000002
33.638585000000006,27.964105000000004
31.94195,28.027794999999998
30.242514999999997,28.000014999999998
28.54309,28.04263
26.843165,28.04413
25.1432,28.028805
23.443240000000003,28.013475
21.743275,28.00066
20.043300000000002,28.000505000000004
18.34328,28.000355
16.643255,28.000205
14.94323,28.00005
13.24321,27.9999
11.543235,27.99975
9.8433925,27.984765000000003
8.143942,27.94259
6.4446525,27.97087
4.753629,28.14407
3.078968,28.431175000000003
1.50019085,29.04126
0.24033794999999997,30.172159999999998
-0.5561758,31.664920000000002
-0.9570697499999999,33.313379999999995
-0.8718746499999999,35.001675000000006
-0.27246950000000003,36.585015
0.79498055,37.90201
2.1931570000000002,38.849215
3.8614725,39.135025
5.5601355,39.089665
7.257596499999999,39.000035
8.957511,39.010815
10.65753,39.009675
12.3575,39.008545
14.057525,39.00741
15.757545,39.006275
17.45756,39.00514
19.15758,39.00401
20.857554999999998,39.00287
22.557575,39.001735
24.257595000000002,39.000605
25.95738,38.985839999999996
27.653825,38.87831
29.34995,38.76422
31.04941,38.744195000000005
32.733850000000004,38.95236
34.334225,39.517830000000004
35.81307,40.351969999999994
37.046315,41.510345
37.781645,43.035345
37.985275,44.710765
37.457855,46.31827
36.514435000000006,47.727005000000005
35.1655,48.745395
33.599540000000005,49.401775
31.951145,49.808155
30.258355,49.95532
28.558715,49.983835
26.858805,49.997625
25.15905,50.02125
23.45911,50.01381
21.759104999999998,50.00347
20.059085000000003,49.9999
18.35906,49.999719999999996
16.659045000000003,49.999539999999996
14.95907,49.999365
13.259065,49.997215
11.559185,49.975295
9.859293000000001,49.95436
8.159411,49.964045
6.4609505,50.036215
4.76596,50.161739999999995
3.109641,50.52905
1.52253045,51.135040000000004
0.10977189999999992,52.065340000000006
-0.68897995,53.546105
-0.9798978500000002,55.217675
-0.92321195,56.913830000000004
-0.55074205,58.56969
0.26060779999999995,60.05009
1.58550155,61.10558
3.1169460000000004,61.83769
4.776615,62.1659
6.474753,62.112875
8.171024,62.002955
9.8710365,62.000765
11.571055,62.000675
13.271025,62.00058
14.971045,62.00049
16.67107,62.000395
18.37109,62.000299999999996
20.071055,62.000209999999996
21.771075,62.00011
23.471095,62.000024999999994
25.171115,61.99993
26.87095,61.98824
28.568984999999998,61.907915
30.268445,61.88553
31.952485000000003,62.10091
33.609415,62.4794
35.211605000000006,63.042489999999994
36.625545,63.970025
37.537774999999996,65.393195
38.02429,67.01801499999999
38.039575,68.708805
37.538430000000005,70.32849999999999
36.596625,71.731495
35.200810000000004,72.69144
33.633265,73.34561000000001
32.000185,73.81547499999999
30.330075,74.12418
28.63198,74.180655
26.93348,74.11159
25.23599,74.020745
23.536189999999998,74.00045
21.83617,74.00044
20.136145,74.000435
18.436125,74.000435
16.736154999999997,74.00043
15.03613,74.00042
13.336115,74.00041
11.636095000000001,74.0004
9.936122000000001,74.0004
8.236238,74.014375
6.537025,74.06636
4.837868,74.038315
3.151164,73.82827
1.479041,73.52339
-0.15765239999999994,73.06757999999999
-1.69507345,72.348275
-3.142396,71.457155
-4.524797,70.46827
-5.839257,69.390815
-7.0739275,68.22279499999999
-8.2033755,66.9531
-9.175984499999998,65.56060500000001
-9.921931,64.03475
-10.477854,62.42883500000001
-10.899149999999999,60.782070000000004
-11.2235285,59.113495
-11.479220999999999,57.432955
-11.687975,55.745835
-11.873429999999999,54.055985
-12.05182,52.365365000000004
-12.175529999999998,50.67002
-12.239795,48.971305
-12.26177,47.27148
-12.250385,45.571515000000005
-12.215135,43.871905
-12.167480000000001,42.172595
-12.119825,40.473240000000004
-12.072165,38.773880000000005
-12.026895,37.07446
-12.00246,35.37467
-12.000435,33.674665000000005
-12.000495,31.974635
-12.00056,30.274614999999997
-12.00062,28.57459
-12.00068,26.874615000000002
-12.00074,25.174590000000002
-12.00081,23.47457
-12.000869999999999,21.774545
-12.00093,20.074565
-12.000989999999998,18.37454
-12.001055000000001,16.67452
-12.00112,14.974495000000001
-12.001180000000002,13.27447
-12.001245,11.574494999999999
-12.001304999999999,9.8744715
-12.001365,8.174449
-12.00143,6.4744245
-12.001495,4.7744485
-12.001555,3.0744245
-12.001615000000001,1.3744
-12.001674999999999,-0.3256243
-12.001745,-2.0256485
-12.001805000000001,-3.7256205
-12.001864999999999,-5.425645
-12.001925,-7.1256695
-12.001990000000001,-8.825694
-12.00205,-10.52567
-12.002115,-12.22569
-12.002175000000001,-13.92572
-12.00224,-15.625745
-12.0023,-17.32572
-12.00236,-19.02574
-12.00243,-20.725765000000003
-12.00249,-22.425784999999998
-12.01049,-24.125770000000003
-12.02867,-25.82564
-12.04685,-27.52556
-12.06503,-29.225485
-12.083210000000001,-30.925404999999998
-12.090055,-32.625325000000004
-12.083175,-34.32528
-12.055575000000001,-36.025040000000004
-11.99695,-37.72403
-11.930225,-39.42275
-11.8614,-41.121314999999996
-11.763855,-42.81847500000001
-11.610265,-44.511415
-11.3652045,-46.193485
